"","X","FirstName","LastName","FullName","Team","Year","Position","Round","SuperCoachScore","Rank","Injured","Number","Marks","Handballs","Disposals","Goals","Behinds","Hitouts","Tackles","Rebounds50s","Inside50s","Clearances","Clangers","FreesFor","FreesAgainst","BrownlowVotes","ContestedPossessions","UncontestedPossessions","ContestedMarks","MarksInside50","OnePercenters","Bounces","GoalAssists","PercentagePlayed","PointDifference","BrownlowBinary","Pairs"
"2268",2268,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",21,88,16,0,23,4,3,21,0,0,0,1,6,2,1,2,0,1,0,3,11,0,0,3,0,0,94,-1,0,175
"2269",2269,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",10,81,17,0,23,4,2,24,0,0,0,1,11,3,1,6,0,2,0,5,16,0,0,1,1,0,96,-22,0,87
"2270",2270,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",23,124,1,0,23,5,3,25,0,0,0,3,8,2,1,2,0,0,0,3,18,1,0,3,5,0,96,37,0,194
"2271",2271,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",18,82,19,0,23,6,1,30,0,0,0,2,10,0,2,10,1,2,0,7,16,0,0,7,1,0,98,19,0,153
"2272",2272,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",17,92,11,0,23,3,5,17,0,0,0,5,7,2,1,2,0,1,0,4,8,1,0,3,2,0,91,79,0,144
"2273",2273,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",22,103,5,0,23,11,5,25,0,0,0,5,6,0,0,4,1,0,0,5,18,1,0,3,1,0,94,92,0,184
"2274",2274,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",14,46,36,0,23,1,2,12,0,0,0,2,5,1,1,5,0,1,0,2,6,0,0,3,1,0,96,62,0,118
"2275",2275,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",20,58,34,0,23,7,4,17,0,0,0,0,3,0,0,1,0,0,0,4,13,0,0,2,4,0,91,8,0,166
"2276",2276,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",1,87,17,0,23,7,5,30,0,0,0,2,10,3,0,8,1,2,0,7,20,0,0,3,3,0,93,-2,0,2
"2277",2277,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",16,82,17,0,23,3,3,20,0,0,0,1,8,1,1,5,2,1,0,6,11,0,0,7,0,0,92,-32,0,129
"2278",2278,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",5,132,1,0,23,14,5,27,0,0,0,3,9,4,0,4,1,0,0,10,18,3,0,3,7,0,93,47,0,42
"2279",2279,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",11,124,4,0,23,8,3,22,0,0,0,2,8,1,0,2,0,0,0,8,10,1,0,6,3,0,92,-10,0,94
"2280",2280,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",6,143,1,0,23,11,3,32,0,0,0,2,9,0,1,1,1,0,0,7,23,0,0,1,2,0,90,75,0,49
"2281",2281,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",19,129,3,0,23,11,3,29,0,0,0,2,8,3,0,3,0,0,1,6,21,0,0,3,7,0,91,88,1,155
"2282",2282,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",7,102,10,0,23,10,2,26,0,0,0,2,9,2,1,5,1,2,0,7,15,0,0,3,1,0,91,18,0,61
"2283",2283,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",9,203,1,0,23,14,2,38,0,0,0,6,14,2,0,2,1,1,1,5,26,0,0,5,9,0,96,25,1,80
"2284",2284,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",8,143,2,0,23,12,3,28,0,0,1,4,7,3,1,1,1,1,0,5,19,2,0,2,6,0,90,91,0,67
"2285",2285,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",3,129,2,0,23,9,5,27,0,0,0,4,10,0,0,6,0,2,0,7,18,2,0,3,5,0,94,-25,0,22
"2286",2286,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",12,118,1,0,23,10,4,25,0,0,0,2,7,3,0,2,0,0,0,3,18,3,0,5,2,0,91,42,0,107
"2287",2287,"Heath","Shaw","Shaw, Heath","Greater Western Sydney",2016,"General defender",4,70,23,0,23,10,2,18,0,0,0,3,6,1,0,5,0,3,0,4,14,1,0,4,3,0,88,86,0,34
"2288",2288,"Henry","Schade","Schade, Henry","Gold Coast",2016,"Key defender",10,51,35,0,20,4,8,12,0,0,0,2,1,0,0,3,0,1,0,4,9,0,0,8,0,0,90,-77,0,90
"2289",2289,"Henry","Schade","Schade, Henry","Gold Coast",2016,"Key defender",9,38,43,0,20,7,3,12,0,0,0,1,2,0,0,1,0,0,0,0,12,0,0,4,0,0,78,-75,0,75
"2290",2290,"Henry","Schade","Schade, Henry","Gold Coast",2016,"Key defender",7,67,27,0,20,8,6,17,0,0,0,0,3,1,0,2,1,1,0,3,14,1,0,3,0,0,91,-73,0,59
"2291",2291,"Henry","Schade","Schade, Henry","Gold Coast",2016,"Key defender",8,56,30,0,20,5,5,12,0,0,0,1,5,0,0,2,2,1,0,4,8,0,0,6,0,0,90,-91,0,67
"2292",2292,"Henry","Schade","Schade, Henry","Gold Coast",2016,"Key defender",6,72,21,0,20,5,6,12,0,0,0,3,4,0,1,1,1,0,0,5,7,0,0,9,0,0,92,-120,0,50
"2293",2293,"Heritier","Lumumba","Lumumba, Heritier","Melbourne",2016,"General defender",6,50,35,0,8,2,10,14,0,0,0,4,2,0,0,3,0,2,0,5,9,0,0,0,0,0,87,-39,0,47
"2294",2294,"Heritier","Lumumba","Lumumba, Heritier","Melbourne",2016,"General defender",4,62,34,0,8,7,11,20,0,0,0,0,0,5,0,0,0,0,0,3,17,1,0,4,0,2,89,35,0,35
"2295",2295,"Heritier","Lumumba","Lumumba, Heritier","Melbourne",2016,"General defender",3,51,36,0,8,3,8,17,0,0,0,1,2,2,1,3,1,1,0,6,11,0,0,2,3,0,89,-5,0,25
"2296",2296,"Heritier","Lumumba","Lumumba, Heritier","Melbourne",2016,"General defender",2,51,35,0,8,2,10,18,0,0,1,0,4,2,0,3,1,2,0,4,14,0,0,2,0,0,96,-13,0,12
"2297",2297,"Heritier","Lumumba","Lumumba, Heritier","Melbourne",2016,"General defender",5,71,24,0,8,7,6,17,0,0,0,3,2,3,3,2,1,2,0,4,14,0,0,2,2,0,91,33,0,44
"2298",2298,"Hugh","Goddard","Goddard, Hugh","St Kilda",2016,"Key defender",11,13,44,0,23,0,2,2,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,4,0,0,40,-88,0,99
"2299",2299,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",1,95,10,0,5,8,9,23,1,3,0,2,1,4,1,2,0,0,0,9,14,0,2,0,0,1,82,80,0,5
"2300",2300,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",15,33,43,0,5,2,1,4,0,0,0,5,0,1,0,0,0,0,0,3,1,1,0,0,0,0,69,-4,0,124
"2301",2301,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",23,107,8,0,5,10,8,18,1,1,0,3,1,3,1,1,0,0,0,4,16,1,0,2,0,2,77,113,0,193
"2302",2302,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",22,63,25,0,5,2,7,12,1,1,0,0,0,1,0,1,0,0,0,9,3,2,2,3,0,1,79,9,0,182
"2303",2303,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",11,80,19,0,5,1,7,13,1,0,0,12,0,2,0,0,0,0,0,7,6,1,1,2,0,1,76,38,0,95
"2304",2304,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",21,77,19,0,5,5,5,13,1,1,0,2,0,3,1,0,1,0,0,6,7,1,2,0,0,1,75,70,0,176
"2305",2305,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",5,52,37,0,5,5,5,10,1,0,0,5,1,1,0,5,0,3,0,4,6,0,1,0,0,0,85,39,0,38
"2306",2306,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",2,59,30,0,5,4,7,14,1,2,0,1,0,5,1,4,0,4,0,5,10,0,0,0,0,0,72,60,0,18
"2307",2307,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",10,50,37,0,5,5,5,13,1,0,0,1,3,0,1,1,0,0,0,4,9,0,2,4,0,0,79,26,0,82
"2308",2308,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",13,61,32,0,5,2,3,6,0,1,0,13,0,2,1,2,1,1,0,4,2,0,1,2,0,0,79,55,0,113
"2309",2309,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",19,89,12,0,5,6,12,22,4,0,0,3,1,3,0,1,0,0,0,4,18,0,1,1,0,3,78,90,0,161
"2310",2310,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",12,48,37,0,5,1,8,12,0,0,0,4,1,1,2,4,1,2,0,8,4,1,0,0,0,0,89,-42,0,107
"2311",2311,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",8,96,14,0,5,1,10,18,1,1,0,5,0,4,3,4,1,3,0,12,9,1,0,4,0,2,87,-1,0,69
"2312",2312,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",7,138,1,0,5,9,9,22,5,0,0,1,0,4,0,1,1,0,3,11,11,3,4,2,0,2,88,81,1,58
"2313",2313,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",9,76,20,0,5,5,8,14,0,1,0,6,0,2,0,0,1,0,0,7,7,2,1,1,0,0,89,14,0,73
"2314",2314,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",18,77,17,0,5,1,6,16,0,1,0,5,0,7,3,0,2,0,0,9,7,0,0,2,0,0,79,6,0,146
"2315",2315,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",3,62,29,0,5,2,7,11,1,1,0,2,0,0,1,0,0,0,0,6,5,1,1,0,0,0,82,25,0,22
"2316",2316,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",20,145,1,0,5,8,9,25,2,2,0,5,0,5,3,2,3,0,2,16,11,4,2,0,0,0,86,67,1,164
"2317",2317,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",6,62,31,0,5,3,9,17,1,0,0,2,1,4,2,2,0,0,0,6,10,0,1,1,0,0,85,3,0,52
"2318",2318,"Isaac","Heeney","Heeney, Isaac","Sydney",2016,"General forward",4,123,4,0,5,4,7,18,4,0,0,1,0,3,1,2,2,1,0,11,7,1,1,2,0,2,88,-10,0,33
"2319",2319,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",21,124,2,0,16,11,12,33,0,1,1,7,1,6,4,3,2,2,2,8,22,1,1,3,1,1,81,39,1,174
"2320",2320,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",1,51,34,0,16,5,6,15,0,1,0,3,3,3,1,3,2,2,0,2,14,0,0,0,0,0,87,-30,0,9
"2321",2321,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",22,76,19,0,16,7,6,21,0,1,0,2,1,6,0,2,0,0,0,4,17,1,0,0,4,0,82,-25,0,181
"2322",2322,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",2,115,5,0,16,8,21,33,0,0,0,4,2,3,1,2,1,0,0,12,23,0,0,3,1,0,85,46,0,17
"2323",2323,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",23,69,25,0,16,3,13,20,0,0,1,4,0,3,2,1,1,0,0,6,15,0,0,0,0,0,86,1,0,197
"2324",2324,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",11,83,17,0,16,7,5,29,0,0,0,1,0,9,3,3,1,0,0,6,20,0,0,1,0,0,85,18,0,92
"2325",2325,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",13,62,24,0,16,4,6,13,1,0,0,3,2,4,2,2,0,2,0,4,10,0,0,1,2,0,87,9,0,109
"2326",2326,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",16,56,33,0,16,6,9,22,0,1,0,0,2,3,0,3,0,1,0,1,20,0,0,1,0,0,88,22,0,127
"2327",2327,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",17,84,15,0,16,5,8,21,0,0,1,5,0,2,2,2,1,0,0,4,17,0,0,0,2,1,84,5,0,136
"2328",2328,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",10,56,34,0,16,5,5,21,1,0,5,2,1,4,0,5,0,1,0,3,18,0,0,0,1,0,89,48,0,83
"2329",2329,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",19,105,7,0,16,5,7,22,0,0,1,2,3,9,3,3,0,1,0,7,14,0,0,1,6,1,82,19,0,156
"2330",2330,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",4,98,10,0,16,4,11,22,1,1,0,4,3,4,1,0,0,0,0,4,19,0,0,0,2,0,85,3,0,30
"2331",2331,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",5,77,21,0,16,6,10,20,1,2,0,9,0,5,1,2,1,1,0,1,19,0,1,0,3,0,89,3,0,37
"2332",2332,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",7,89,14,0,16,5,8,25,1,1,2,1,2,4,3,3,1,1,0,5,20,0,0,1,0,0,86,46,0,55
"2333",2333,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",20,106,8,0,16,4,8,26,2,0,0,1,2,7,1,4,0,1,0,7,19,0,1,2,9,0,80,-29,0,165
"2334",2334,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",14,60,30,0,16,7,8,23,0,1,1,2,4,5,2,4,0,2,0,3,17,0,0,0,3,0,85,26,0,120
"2335",2335,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",9,77,17,0,16,3,11,26,0,0,1,1,3,6,4,4,0,0,0,6,20,0,0,1,3,1,87,-14,0,73
"2336",2336,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",8,103,6,0,16,4,9,27,1,0,2,1,3,3,4,2,5,0,2,10,17,0,1,0,0,0,82,41,1,66
"2337",2337,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",6,41,38,0,16,4,5,11,0,2,0,0,0,1,0,2,0,1,0,3,10,0,1,1,0,2,85,-75,0,49
"2338",2338,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",18,93,15,0,16,7,10,20,0,1,0,4,3,1,0,0,0,0,0,4,17,0,0,2,2,1,84,70,0,152
"2339",2339,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",12,76,21,0,16,8,9,23,1,1,0,1,0,5,2,2,0,1,0,3,22,0,1,1,1,2,81,108,0,100
"2340",2340,"Isaac","Smith","Smith, Isaac","Hawthorn",2016,"Outside midfielder",3,79,18,0,16,9,7,24,0,0,1,1,3,6,2,3,0,0,0,3,21,0,0,2,3,2,83,3,0,26
"2341",2341,"Ivan","Maric","Maric, Ivan","Richmond",2016,"Ruck",5,81,18,0,20,3,7,13,0,0,26,2,1,2,2,1,1,1,0,6,6,1,0,2,0,0,84,-33,0,44
"2342",2342,"Ivan","Maric","Maric, Ivan","Richmond",2016,"Ruck",6,24,43,0,20,1,1,4,0,0,22,1,0,1,1,3,1,3,0,3,1,0,0,1,0,0,76,-35,0,51
"2343",2343,"Ivan","Maric","Maric, Ivan","Richmond",2016,"Ruck",15,51,35,0,20,0,1,2,0,0,39,3,2,0,0,4,1,2,0,3,1,0,0,5,0,0,73,-38,0,122
"2344",2344,"Jack","Billings","Billings, Jack","St Kilda",2016,"Outside midfielder",1,68,25,0,15,4,12,22,0,0,0,2,1,7,1,2,0,0,0,6,16,0,0,1,0,2,82,-33,0,7
"2345",2345,"Jack","Billings","Billings, Jack","St Kilda",2016,"Outside midfielder",17,72,23,0,15,6,10,18,0,3,0,3,1,1,2,3,0,1,0,7,11,1,3,1,0,1,76,36,0,143
"2346",2346,"Jack","Billings","Billings, Jack","St Kilda",2016,"Outside midfielder",5,34,42,0,15,2,6,15,0,1,0,1,1,4,2,4,2,2,0,4,12,0,0,0,0,0,78,-47,0,42
"2347",2347,"Jack","Billings","Billings, Jack","St Kilda",2016,"Outside midfielder",19,77,21,0,15,6,11,22,0,0,0,3,1,3,0,4,0,0,0,5,17,0,2,1,0,0,71,-23,0,158
"2348",2348,"Jack","Billings","Billings, Jack","St Kilda",2016,"Outside midfielder",2,64,29,0,15,3,7,19,0,0,0,0,2,5,0,0,0,0,0,2,17,0,0,0,0,0,78,-57,0,14
"2349",2349,"Jack","Billings","Billings, Jack","St Kilda",2016,"Outside midfielder",11,56,34,0,15,5,9,17,0,2,0,1,3,2,0,1,0,1,0,3,13,1,1,2,0,0,83,-88,0,99
"2350",2350,"Jack","Billings","Billings, Jack","St Kilda",2016,"Outside midfielder",23,61,30,0,15,1,14,23,0,0,1,3,2,3,2,1,1,0,0,5,17,0,0,0,0,0,59,58,0,196
"2351",2351,"Jack","Billings","Billings, Jack","St Kilda",2016,"Outside midfielder",3,109,6,0,15,5,12,30,2,0,0,5,3,5,2,5,0,1,1,3,26,0,0,1,0,1,81,29,1,20
"2352",2352,"Jack","Billings","Billings, Jack","St Kilda",2016,"Outside midfielder",21,46,40,0,15,3,6,13,0,0,0,3,1,3,0,3,1,1,0,7,7,1,0,0,0,0,83,-70,0,176
"2353",2353,"Jack","Billings","Billings, Jack","St Kilda",2016,"Outside midfielder",22,122,3,0,15,4,10,25,1,0,1,5,4,2,1,2,1,0,0,8,17,0,0,0,0,0,76,9,0,183
"2354",2354,"Jack","Billings","Billings, Jack","St Kilda",2016,"Outside midfielder",6,103,9,0,15,4,11,23,0,0,0,4,1,2,1,1,2,0,0,8,17,0,1,0,0,3,87,39,0,47
"2355",2355,"Jack","Billings","Billings, Jack","St Kilda",2016,"Outside midfielder",9,66,27,0,15,2,5,18,0,2,0,5,2,3,4,1,3,0,0,5,14,0,1,2,0,0,74,46,0,81
"2356",2356,"Jack","Billings","Billings, Jack","St Kilda",2016,"Outside midfielder",7,75,21,0,15,7,4,15,1,1,0,3,1,1,1,2,0,0,0,6,9,1,2,0,2,1,84,-7,0,62
"2357",2357,"Jack","Billings","Billings, Jack","St Kilda",2016,"Outside midfielder",4,102,6,0,15,7,14,27,0,0,0,6,3,3,1,2,1,0,0,6,20,2,1,2,0,2,77,-3,0,30
"2358",2358,"Jack","Billings","Billings, Jack","St Kilda",2016,"Outside midfielder",20,99,10,0,15,9,12,19,2,1,0,4,0,1,2,2,1,1,0,8,11,1,2,0,1,0,74,71,0,169
"2359",2359,"Jack","Billings","Billings, Jack","St Kilda",2016,"Outside midfielder",8,63,29,0,15,2,11,20,0,1,0,5,1,2,1,3,0,0,0,4,16,0,0,2,0,0,80,-103,0,72
"2360",2360,"Jack","Billings","Billings, Jack","St Kilda",2016,"Outside midfielder",18,57,34,0,15,2,8,17,0,1,1,3,1,4,3,2,3,1,0,8,8,0,0,1,0,0,72,15,0,150
"2361",2361,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",2,55,32,0,25,3,13,17,0,0,0,5,1,0,1,4,0,1,0,7,10,0,0,0,0,0,82,1,0,10
"2362",2362,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",10,93,10,0,25,7,9,23,0,1,0,7,1,2,1,1,0,1,0,7,16,0,0,1,0,0,81,-21,0,89
"2363",2363,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",16,84,15,0,25,1,11,20,0,1,1,6,2,3,3,2,0,1,0,10,9,0,0,1,0,0,79,32,0,129
"2364",2364,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",5,87,13,0,25,3,13,25,0,0,0,3,3,1,5,6,1,1,0,11,14,1,0,0,0,0,80,69,0,45
"2365",2365,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",17,105,5,0,25,2,11,19,2,1,4,9,0,4,0,1,0,1,0,7,13,0,0,3,0,0,83,-28,0,141
"2366",2366,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",22,111,7,0,25,6,16,23,2,0,2,3,0,1,2,2,0,0,0,10,13,1,3,0,0,0,83,71,0,185
"2367",2367,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",23,86,16,0,25,2,10,22,0,0,2,4,1,7,7,2,1,0,0,11,10,0,0,2,0,1,81,-1,0,197
"2368",2368,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",19,84,16,0,25,3,14,21,1,0,0,8,0,3,1,3,0,0,0,7,15,0,0,3,0,0,86,19,0,157
"2369",2369,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",6,124,2,0,25,7,13,26,1,0,3,5,1,3,1,2,0,0,0,6,23,0,0,3,1,1,82,-62,0,54
"2370",2370,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",4,78,20,0,25,4,11,19,0,0,4,6,1,1,2,0,0,0,0,8,12,0,0,0,0,0,86,-35,0,35
"2371",2371,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",11,95,11,0,25,3,13,22,0,1,0,8,2,4,2,3,1,1,0,11,12,0,0,1,0,0,74,-67,0,97
"2372",2372,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",7,57,32,0,25,3,11,17,0,2,1,1,0,0,3,2,1,2,0,8,10,0,0,1,1,0,90,-15,0,56
"2373",2373,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",1,41,40,0,25,2,6,13,1,0,0,6,0,2,1,4,0,1,0,6,7,0,0,1,0,0,82,-80,0,5
"2374",2374,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",3,75,23,0,25,1,8,17,1,2,1,3,1,1,3,3,1,2,0,6,11,0,1,2,0,0,80,-29,0,20
"2375",2375,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",8,82,16,0,25,0,8,15,0,0,2,8,0,4,3,2,0,1,0,6,9,0,0,2,1,1,76,78,0,68
"2376",2376,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",15,71,23,0,25,4,7,14,0,0,1,4,1,3,1,3,2,1,0,8,9,0,0,4,0,0,84,12,0,125
"2377",2377,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",9,115,6,0,25,4,10,24,1,0,1,8,2,8,5,6,1,2,0,10,14,0,0,0,1,4,68,24,0,74
"2378",2378,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",21,90,13,0,25,3,12,20,0,0,1,8,1,4,4,2,0,2,0,7,16,0,0,1,0,2,78,-3,0,172
"2379",2379,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",12,73,21,0,25,2,11,18,0,1,1,8,0,3,4,3,1,1,0,11,7,1,1,2,0,0,87,-46,0,108
"2380",2380,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",18,90,13,0,25,0,11,21,0,2,1,9,1,4,3,1,2,0,0,8,13,0,0,0,0,0,85,-40,0,145
"2381",2381,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",20,94,12,0,25,4,14,25,0,1,1,5,1,4,6,4,0,2,0,10,17,0,0,1,0,0,82,-15,0,163
"2382",2382,"Jack","Crisp","Crisp, Jack","Collingwood",2016,"Inside midfielder",14,103,6,0,25,2,11,24,0,0,1,4,2,6,7,3,2,0,0,14,10,1,0,1,2,1,87,48,0,116
"2383",2383,"Jack","Darling","Darling, Jack","West Coast",2016,"Key forward",22,105,8,0,27,6,3,12,3,0,4,3,1,3,2,2,1,0,0,9,4,3,2,2,0,0,88,25,0,181
"2384",2384,"Jack","Darling","Darling, Jack","West Coast",2016,"Key forward",5,52,35,0,27,4,7,11,0,0,0,3,0,1,0,3,0,2,0,8,5,2,0,1,0,0,86,-39,0,38
"2385",2385,"Jack","Darling","Darling, Jack","West Coast",2016,"Key forward",23,91,12,0,27,4,6,13,2,4,1,4,0,4,0,1,1,0,0,8,5,3,2,1,0,0,84,29,0,190
"2386",2386,"Jack","Darling","Darling, Jack","West Coast",2016,"Key forward",9,43,41,0,27,4,4,9,0,0,0,5,0,1,0,2,0,1,0,3,7,1,0,1,0,0,89,8,0,76
"2387",2387,"Jack","Darling","Darling, Jack","West Coast",2016,"Key forward",12,74,24,0,27,3,3,9,2,1,0,3,0,1,0,0,1,0,0,8,1,3,2,3,0,1,88,-29,0,104
"2388",2388,"Jack","Darling","Darling, Jack","West Coast",2016,"Key forward",21,67,25,0,27,5,8,12,0,0,0,4,1,1,0,1,0,0,0,6,7,1,0,1,0,2,90,1,0,175
"2389",2389,"Jack","Darling","Darling, Jack","West Coast",2016,"Key forward",15,81,19,0,27,6,4,11,2,1,0,3,1,1,0,1,0,0,0,4,8,3,4,3,0,1,87,78,0,121
"2390",2390,"Jack","Darling","Darling, Jack","West Coast",2016,"Key forward",19,81,18,0,27,6,0,8,4,1,0,2,0,1,0,0,0,0,0,2,7,1,4,2,0,0,83,-19,0,157
"2391",2391,"Jack","Darling","Darling, Jack","West Coast",2016,"Key forward",18,76,18,0,27,6,8,16,1,0,0,2,1,6,0,0,2,0,0,7,9,2,1,0,0,0,90,6,0,148
